date,aqi,pm25,pm10,no2,so2,co,o3,city,dayofweek,is_weekend,day,month,month_sin,month_cos,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_7,pm25_lag_14,pm25_lag_21,pm25_lag_28,pm25_roll_3_mean,pm25_roll_7_mean,pm25_roll_14_mean,pm25_roll_7_std,pm25_diff_1,sin_1,cos_1,sin_2,cos_2,sin_3,cos_3,target_t+1
2019-11-07,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai,3,0,7,11,-0.5000000000000004,0.8660254037844384,38.5,73.7,64.9,75.9,31.9,29.7,46.2,59.03333333333331,59.4,60.57857142857143,25.427216389792555,-2.200000000000003,-0.8161603698771164,0.5778254499778013,-0.943196465956587,-0.33223549871590297,-0.27384547484054866,-0.9617737030660354,19.25
2019-11-08,35.0,19.25,37.8,29.05,39.9,0.37,33.25,Chennai,4,0,8,11,-0.5000000000000004,0.8660254037844384,36.3,38.5,73.7,97.9,45.1,41.8,128.7,49.49999999999998,53.74285714285715,60.89285714285715,25.549289431923388,-17.049999999999997,-0.8061001043286312,0.5917792002101544,-0.9540665500578387,-0.2995947563972601,-0.32309337555234346,-0.9463670908660087,57.75
2019-11-09,105.0,57.75,113.4,87.15,119.7,1.1,99.75,Chennai,5,1,9,11,-0.5000000000000004,0.8660254037844384,19.25,36.3,38.5,31.9,68.2,39.6,30.8,31.349999999999977,42.50714285714285,59.04642857142858,19.462836992831352,38.5,-0.7958013007903715,0.6055578334563535,-0.9638074231367304,-0.2665994206792945,-0.3714809692572891,-0.928440568630898,37.95
2019-11-10,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai,6,1,10,11,-0.5000000000000004,0.8660254037844384,57.75,19.25,36.3,33.0,143.0,37.4,42.9,37.766666666666644,46.199999999999996,58.300000000000004,19.566915103476777,-19.799999999999997,-0.7852670068439961,0.6191572723971441,-0.9724075561219964,-0.23328854407545724,-0.4188794133697402,-0.9080418696596663,101.2
2019-11-11,184.0,101.2,198.72,152.72,209.76,1.93,174.8,Chennai,0,0,11,11,-0.5000000000000004,0.8660254037844384,37.95,57.75,19.25,64.9,70.95,36.85,22.55,38.31666666666664,46.90714285714286,50.79642857142857,19.09409656960823,63.25,-0.7745003397565632,0.6325734927397513,-0.9798567700958665,-0.19970155256606367,-0.4651624991319042,-0.8852253099642832,37.95
2019-11-12,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai,1,0,12,11,-0.5000000000000004,0.8660254037844384,101.2,37.95,57.75,73.7,40.7,31.9,35.75,65.63333333333331,52.09285714285715,52.95714285714286,27.75859369293634,-63.25,-0.7635044855580851,0.6458025244087264,-0.9861462483415948,-0.1658781989346326,-0.5102069876723069,-0.8600516436414447,35.2
2019-11-13,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai,2,0,13,11,-0.5000000000000004,0.8660254037844384,37.95,101.2,37.95,38.5,32.45,44.55,26.4,59.03333333333331,46.98571428571428,52.76071428571429,26.374888851040925,-2.75,-0.7522826980987246,0.6588404527207655,-0.9912685467787253,-0.13185851571739346,-0.5538929381563799,-0.8325879011014349,23.1
2019-11-14,42.0,23.1,45.36,34.86,47.88,0.44,39.9,Chennai,3,0,14,11,-0.5000000000000004,0.8660254037844384,35.2,37.95,101.2,36.3,75.9,31.9,29.7,58.11666666666664,46.51428571428572,52.95714285714286,26.58053351429882,-12.100000000000001,-0.7408382980859317,0.6716834195431209,-0.9952176027737291,-0.09768276782171961,-0.5961040271552012,-0.8029072105849786,41.8
2019-11-15,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai,4,0,15,11,-0.5000000000000004,0.8660254037844384,23.1,35.2,37.95,19.25,97.9,45.1,41.8,32.083333333333314,44.62857142857143,49.18571428571429,27.863220338271173,18.699999999999996,-0.729174672101792,0.6843276244352877,-0.9979887423155983,-0.06339140486951159,-0.6367278583821973,-0.7710886034432234,36.3
2019-11-16,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai,5,1,16,11,-0.5000000000000004,0.8660254037844384,41.8,23.1,35.2,57.75,31.9,68.2,39.6,33.366666666666646,47.85,45.17857142857143,25.65618833731934,-5.5,-0.717295271600886,0.6967693257736101,-0.9995786855478958,-0.02902501332197777,-0.6756562619728765,-0.7372168036994543,56.65
2019-11-17,103.0,56.65,111.24,85.49,117.42,1.08,97.85,Chennai,6,1,17,11,-0.5000000000000004,0.8660254037844384,36.3,41.8,23.1,37.95,33.0,143.0,37.4,33.73333333333331,44.78571428571429,45.49285714285715,25.55746326557918,20.35,-0.7052036118889422,0.7090048418584954,-0.9999855506507186,0.00537573155758024,-0.7127855825108479,-0.7013820024527798,42.9
2019-11-18,78.0,42.9,84.24,64.74,88.92,0.82,74.1,Chennai,0,0,18,11,-0.5000000000000004,0.8660254037844384,56.65,36.3,41.8,101.2,64.9,70.95,36.85,44.91666666666665,47.457142857142856,47.182142857142864,25.70078514642808,-13.75,-0.6929032710826029,0.7210305520038863,-0.9992088560679752,0.039770113846058074,-0.7480169550331204,-0.6636796177245303,29.7
2019-11-19,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai,1,0,19,11,-0.5000000000000004,0.8660254037844384,42.9,56.65,36.3,37.95,73.7,40.7,31.9,45.2833333333333,39.128571428571426,45.61071428571429,10.083809512565903,-13.2,-0.6803978890506108,0.7328428976086707,-0.997249521077345,0.07411742515094516,-0.7812565682797493,-0.6242100403868472,19.25
2019-11-20,35.0,19.25,37.8,29.05,39.9,0.37,33.25,Chennai,2,0,20,11,-0.5000000000000004,0.8660254037844384,29.7,42.9,56.65,35.2,38.5,32.45,44.55,43.083333333333314,37.95,42.46785714285715,10.70735728366249,-10.45,-0.6676911663366994,0.7444383832097441,-0.9941098647022418,0.10837701279187577,-0.8124159144868873,-0.5830783668499755,28.05
2019-11-21,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai,3,0,21,11,-0.5000000000000004,0.8660254037844384,19.25,29.7,42.9,23.1,36.3,75.9,31.9,30.616666666666642,35.67142857142857,41.09285714285715,12.869015021323413,8.8,-0.6547868630645511,0.755813577516364,-0.9897936029670719,0.14250832791616946,-0.8414120250581582,-0.5403941192199722,30.8
2019-11-22,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai,4,0,22,11,-0.5000000000000004,0.8660254037844384,28.05,19.25,29.7,41.8,19.25,97.9,45.1,25.666666666666643,36.378571428571426,40.50357142857143,12.18068338062556,2.75,-0.641688797825113,0.7669651144255266,-0.9843058444990329,0.17647097349152244,-0.8681676914867152,-0.4962709536721121,37.95
2019-11-23,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai,5,1,23,11,-0.5000000000000004,0.8660254037844384,30.8,28.05,19.25,36.3,57.75,31.9,68.2,26.033333333333307,34.80714285714286,41.328571428571436,12.073781117619719,7.150000000000002,-0.6284008465466198,0.7778896940180475,-0.9776530844816642,0.21022475211898328,-0.8926116709398645,-0.45082635781633595,71.5
2019-11-24,130.0,71.5,140.4,107.9,148.2,1.37,123.5,Chennai,6,1,24,11,-0.5000000000000004,0.8660254037844384,37.95,30.8,28.05,56.65,37.95,33.0,143.0,32.266666666666644,35.042857142857144,39.91428571428572,12.1237861444431,33.55,-0.6149269413476359,0.7885840835350667,-0.9698431969672945,0.24372971360968226,-0.9146788759587124,-0.4041813378607507,47.85
2019-11-25,87.0,47.85,93.96,72.21,99.18,0.91,82.65,Chennai,0,0,25,11,-0.5000000000000004,0.8660254037844384,71.5,37.95,30.8,42.9,101.2,64.9,70.95,46.74999999999998,37.16428571428571,42.31071428571429,16.895110591670065,-23.65,-0.6012710693734842,0.7990451183346701,-0.9608854255574985,0.27694620226893363,-0.9343105477678193,-0.35646009640603166,53.35
2019-11-26,97.0,53.35,104.76,80.51,110.58,1.02,92.15,Chennai,1,0,26,11,-0.5000000000000004,0.8660254037844384,47.85,71.5,37.95,29.7,37.95,73.7,40.7,52.43333333333331,37.871428571428574,38.50000000000001,17.27452018491535,5.5,-0.587437271616382,0.8092697028283593,-0.9507903724625834,0.309834903831802,-0.9514544127333389,-0.30778970172872455,41.25
2019-11-27,75.0,41.25,81.0,62.25,85.5,0.79,71.25,Chennai,2,0,27,11,-0.5000000000000004,0.8660254037844384,53.35,47.85,71.5,19.25,35.2,38.5,32.45,57.56666666666664,41.25,39.60000000000001,17.717058634735817,-12.100000000000001,-0.5734296417196532,0.8192548113970831,-0.9395699859530627,0.34235689199454045,-0.9660648215530202,-0.2582997494341238,33.55
2019-11-28,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai,3,0,28,11,-0.5000000000000004,0.8660254037844384,41.25,53.35,47.85,28.05,23.1,36.3,75.9,47.48333333333331,44.392857142857146,40.03214285714286,14.889717609014312,-7.700000000000003,-0.5592523247663436,0.828997489286572,-0.927237546217955,0.37447367448688024,-0.9781028708075092,-0.2081220173794905,24.75
2019-11-29,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai,4,0,29,11,-0.5000000000000004,0.8660254037844384,33.55,41.25,53.35,30.8,41.8,19.25,97.9,42.71666666666664,45.17857142857143,40.778571428571425,14.002257471054971,-8.799999999999997,-0.544909516052628,0.838494853481696,-0.9138076496466604,0.40614723863058144,-0.9875365065492299,-0.1573901147866117,26.4
2019-11-30,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai,5,1,30,11,-0.5000000000000004,0.8660254037844384,24.75,33.55,41.25,37.95,36.3,57.75,31.9,33.18333333333331,44.31428571428571,39.56071428571429,15.175273591320488,1.6499999999999986,-0.5304054598463659,0.8477440935595867,-0.8992961915530263,0.4373400963303304,-0.9943406096530513,-0.10623912647795192,86.9
2019-12-01,158.0,86.9,170.64,131.14,180.12,1.66,150.1,Chennai,6,1,1,12,-2.4492935982947064e-16,1.0,26.4,24.75,33.55,71.5,56.65,37.95,33.0,28.23333333333331,42.66428571428571,38.853571428571435,16.548381448692467,60.50000000000001,-0.5157444481311303,0.8567424725213031,-0.8837203473619991,0.46801532844383165,-0.9984970627014779,-0.05480525318362341,37.4
2019-12-02,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai,0,0,2,12,-2.4492935982947064e-16,1.0,86.9,26.4,24.75,47.85,42.9,101.2,64.9,46.01666666666665,44.864285714285714,41.01428571428572,21.348355016365137,-49.50000000000001,-0.5009308193361626,0.8654873276017395,-0.8670985522812102,0.4981366284784018,-0.9999947982262414,-0.003225448877112704,45.1
2019-12-03,82.0,45.1,88.56,68.06,93.48,0.86,77.9,Chennai,1,0,3,12,-2.4492935982947064e-16,1.0,37.4,86.9,26.4,53.35,29.7,37.95,73.7,50.23333333333331,43.37142857142857,40.621428571428574,21.469801604867744,7.700000000000003,-0.48596895705254817,0.8739760710575882,-0.8494504794814798,0.5276683455625172,-0.9988298281778685,0.04836294389478131,36.85
2019-12-04,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai,2,0,4,12,-2.4492935982947064e-16,1.0,45.1,37.4,86.9,41.25,19.25,35.2,38.5,56.46666666666664,42.19285714285714,41.721428571428575,21.053135723913535,-8.25,-0.4708632887360563,0.8822061909330864,-0.8307970168121246,0.5565755266413305,-0.995005254544735,0.09982255971656483,71.5
2019-12-05,130.0,71.5,140.4,107.9,148.2,1.37,123.5,Chennai,3,0,5,12,-2.4492935982947064e-16,1.0,36.85,45.1,37.4,33.55,28.05,23.1,36.3,39.78333333333331,41.564285714285724,42.978571428571435,21.151432463029444,34.65,-0.4556182843969656,0.8901752518033546,-0.8111602420785626,0.5848239578463315,-0.9885312610933434,0.15101637606963056,47.3
2019-12-06,86.0,47.3,92.88,71.38,98.04,0.9,81.7,Chennai,4,0,6,12,-2.4492935982947064e-16,1.0,71.5,36.85,45.1,24.75,30.8,41.8,19.25,51.14999999999998,46.98571428571428,46.08214285714286,23.48926553211266,-24.200000000000003,-0.4402384552773285,0.8978808954950716,-0.7905633969115495,0.6123802049900632,-0.9794250862518059,0.2018080781848005,35.75
2019-12-07,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai,5,1,7,12,-2.4492935982947064e-16,1.0,47.3,71.5,36.85,26.4,37.95,36.3,57.75,51.883333333333304,50.207142857142856,47.260714285714286,21.383413131276722,-11.549999999999997,-0.4247283525160176,0.9053208417842977,-0.769030859258918,0.6392116531380589,-0.9677109772087538,0.2520624220102607,26.4
2019-12-08,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai,6,1,8,12,-2.4492935982947064e-16,1.0,35.75,47.3,71.5,86.9,71.5,56.65,37.95,51.51666666666665,51.542857142857144,47.103571428571435,19.888196427601418,-9.350000000000001,-0.40909256580197667,0.9124928890712274,-0.7465881145324138,0.6652865452111107,-0.9534201253498678,0.3016455943285804,48.4
2019-12-09,88.0,48.4,95.04,73.04,100.32,0.92,83.6,Chennai,0,0,9,12,-2.4492935982947064e-16,1.0,26.4,35.75,47.3,37.4,47.85,42.9,101.2,36.48333333333331,42.9,43.88214285714287,14.331695642874939,22.0,-0.3933357220160485,0.919394915031682,-0.7232617254437403,0.6905740195722276,-0.9365905832039818,0.3504255690637104,40.15
2019-12-10,73.0,40.15,78.84,60.59,83.22,0.77,69.35,Chennai,1,0,10,12,-2.4492935982947064e-16,1.0,48.4,26.4,35.75,45.1,53.35,29.7,37.95,36.84999999999998,44.471428571428575,43.92142857142858,14.230830882947354,-8.25,-0.3774624838618108,0.9260248772451376,-0.6990793005655562,0.7150441465537445,-0.917267163119863,0.3982724588294283,35.75
2019-12-11,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai,2,0,11,12,-2.4492935982947064e-16,1.0,40.15,48.4,26.4,36.85,41.25,19.25,35.2,38.31666666666664,43.76428571428571,42.978571428571435,14.31711430089047,-4.399999999999999,-0.36147754848581265,0.9323808137991081,-0.674069461654617,0.738667963881374,-0.8955013179435044,0.44505886078298307,28.6
2019-12-12,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai,3,0,12,12,-2.4492935982947064e-16,1.0,35.75,40.15,48.4,71.5,33.55,28.05,23.1,41.43333333333331,43.60714285714285,42.58571428571429,14.411379432339489,-7.149999999999999,-0.345385646087603,0.9384608438697104,-0.6482618097757141,0.761417510953298,-0.8713510040136427,0.49066019586310117,30.8
2019-12-13,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai,4,0,13,12,-2.4492935982947064e-16,1.0,28.6,35.75,40.15,47.3,24.75,30.8,41.8,34.833333333333314,37.478571428571435,42.23214285714287,8.46969387201891,2.1999999999999993,-0.3291915385199954,0.9442631682782286,-0.6216868902665508,0.7832658619336769,-0.8448805268402682,0.5349550405091169,33.55
2019-12-14,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai,5,1,14,12,-2.4492935982947064e-16,1.0,30.8,28.6,35.75,35.75,26.4,37.95,36.3,31.716666666666644,35.121428571428574,42.66428571428572,7.524009189635179,2.7499999999999964,-0.3129000178799537,0.949786070023521,-0.5943761565849813,0.8041871576214493,-0.8161603698771159,0.5778254499778019,37.95
2019-12-15,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai,6,1,15,12,-2.4492935982947064e-16,1.0,33.55,30.8,28.6,26.4,86.9,71.5,56.65,30.98333333333331,34.80714285714286,43.175000000000004,7.5393096816744976,4.400000000000006,-0.2965159050905475,0.9550279147901036,-0.5663619330814517,0.8241566360566669,-0.7852670068439966,0.6191572723971434,33.0
2019-12-16,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai,0,0,16,12,-2.4492935982947064e-16,1.0,37.95,33.55,30.8,48.4,37.4,47.85,42.9,34.09999999999999,36.457142857142856,39.67857142857143,6.597817099328449,-4.950000000000003,-0.2800440484743445,0.9599871514317777,-0.5376773767406173,0.843150661828198,-0.7522826980987228,0.6588404527207674,36.3
2019-12-17,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai,1,0,17,12,-2.4492935982947064e-16,1.0,33.0,37.95,33.55,40.15,45.1,53.35,29.7,34.833333333333314,34.25714285714286,39.364285714285714,4.013044207272594,3.299999999999997,-0.26348932231871736,0.9646623124306366,-0.5083564379375104,0.8611467540480462,-0.7172952716008868,0.6967693257736093,55.0
2019-12-18,100.0,55.0,108.0,83.0,114.0,1.05,95.0,Chennai,2,0,18,12,-2.4492935982947064e-16,1.0,36.3,33.0,37.95,35.75,36.85,41.25,19.25,35.74999999999998,33.707142857142856,38.73571428571428,3.2648926183756948,18.700000000000003,-0.2468566254334839,0.9690520143313219,-0.4784338202547005,0.8781236129591853,-0.6803978890506103,0.7328428976086713,45.1
2019-12-19,82.0,45.1,88.56,68.06,93.48,0.86,77.9,Chennai,3,0,19,12,-2.4492935982947064e-16,1.0,55.0,36.3,33.0,28.6,71.5,33.55,28.05,41.43333333333331,36.457142857142856,40.03214285714286,8.758159460917435,-9.899999999999999,-0.23015087970124354,0.973154958150419,-0.44794493940789154,0.8940611451454874,-0.6416887978251151,0.766965114425525,61.05
2019-12-20,111.0,61.05,119.88,92.13,126.54,1.17,105.45,Chennai,4,0,20,12,-2.4492935982947064e-16,1.0,45.1,55.0,36.3,30.8,47.3,24.75,30.8,45.46666666666664,38.81428571428571,38.14642857142858,8.50787450374235,15.949999999999996,-0.21337702862092797,0.9769699297608415,-0.41692588132873015,0.9089404873138074,-0.6012710693734877,0.7990451183346673,75.35
2019-12-21,137.0,75.35,147.96,113.71,156.18,1.44,130.15,Chennai,5,1,21,12,-2.4492935982947064e-16,1.0,61.05,45.1,55.0,33.55,35.75,26.4,37.95,53.71666666666664,43.135714285714286,39.12857142857143,11.058771567015453,14.299999999999997,-0.19654003584493543,0.9804958002511135,-0.385413359454325,0.922744028620143,-0.5592523247663445,0.8289974892865715,67.1
2019-12-22,122.0,67.1,131.76,101.26,139.08,1.28,115.9,Chennai,6,1,22,12,-2.4492935982947064e-16,1.0,75.35,61.05,45.1,37.95,26.4,86.9,71.5,60.49999999999998,49.107142857142854,41.95714285714286,15.43830270710455,-8.25,-0.179644883710313,0.9837315262594303,-0.35344467127408813,0.9354554315134163,-0.5157444481311342,0.8567424725213008,51.15
2019-12-23,93.0,51.15,100.44,77.19,106.02,0.98,88.35,Chennai,0,0,23,12,-2.4492935982947064e-16,1.0,67.1,75.35,61.05,33.0,48.4,37.4,47.85,67.83333333333331,53.271428571428565,44.864285714285714,15.8530716566974,-15.949999999999996,-0.16269657176439242,0.9866761502824085,-0.32105765418527266,0.9470596510722278,-0.47086328873605876,0.882206190933085,52.8
2019-12-24,96.0,52.8,103.68,79.68,109.44,1.01,91.2,Chennai,1,0,24,12,-2.4492935982947064e-16,1.0,51.15,67.1,75.35,36.3,40.15,45.1,53.35,64.5333333333333,55.86428571428571,45.06071428571429,13.2566245793602,1.6499999999999986,-0.14570011528535065,0.9893288009584253,-0.28829064070952054,0.957542952811671,-0.42472835251601687,0.9053208417842981,56.1
2019-12-25,102.0,56.1,110.16,84.66,116.28,1.07,96.9,Chennai,2,0,25,12,-2.4492935982947064e-16,1.0,52.8,51.15,67.1,55.0,35.75,36.85,41.25,57.016666666666644,58.221428571428575,45.96428571428572,10.345403856417729,3.3000000000000043,-0.1286605437981047,0.9916886933254689,-0.2551824131233734,0.9668929289391519,-0.37746248386181336,0.9260248772451366,72.6
2019-12-26,132.0,72.6,142.56,109.56,150.48,1.39,125.4,Chennai,3,0,26,12,-2.4492935982947064e-16,1.0,56.1,52.8,51.15,45.1,28.6,71.5,33.55,53.34999999999997,58.378571428571426,47.41785714285715,10.296555133589559,16.499999999999993,-0.11158289958600157,0.9937551290534204,-0.2217721575564837,0.9750985130399605,-0.32919153851999294,0.9442631682782295,33.55
2019-12-27,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai,4,0,27,12,-2.4492935982947064e-16,1.0,72.6,56.1,52.8,61.05,30.8,47.3,24.75,60.49999999999997,62.30714285714286,50.56071428571429,9.609085482475734,-39.05,-0.0944722361987147,0.9955274966507024,-0.18809941761180063,0.9821499931752286,-0.28004404847434544,0.9599871514317775,31.9
2019-12-28,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai,5,1,28,12,-2.4492935982947064e-16,1.0,33.55,72.6,56.1,75.35,33.55,35.75,26.4,54.083333333333314,58.378571428571426,50.75714285714286,14.556580904149488,-1.6499999999999986,-0.07733361695682096,0.9970052716452285,-0.15420404756268666,0.9880390233767514,-0.23015087970124276,0.9731549581504192,58.3
2019-12-29,106.0,58.3,114.48,87.98,120.84,1.11,100.7,Chennai,6,1,29,12,-2.4492935982947064e-16,1.0,31.9,33.55,72.6,67.1,37.95,26.4,86.9,46.016666666666644,52.171428571428564,50.63928571428572,15.355505449806897,26.4,-0.06017211345349499,0.9981880167396019,-0.12012616518234896,0.9927586335250794,-0.1796448837103157,0.9837315262594297,41.8
2019-12-30,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai,0,0,30,12,-2.4492935982947064e-16,1.0,58.3,31.9,33.55,51.15,33.0,48.4,37.4,41.24999999999997,50.91428571428571,52.09285714285714,14.250050125225181,-16.5,-0.04299280405372191,0.9990753819405211,-0.08590610426133241,0.9963032375991966,-0.1286605437981039,0.991688693325469,47.85
2019-12-31,87.0,47.85,93.96,72.21,99.18,0.91,82.65,Chennai,1,0,31,12,-2.4492935982947064e-16,1.0,41.8,58.3,31.9,52.8,36.3,40.15,45.1,43.99999999999997,49.57857142857143,52.721428571428575,14.656678146350757,6.050000000000004,-0.02580077239154163,0.999667104662347,-0.05158436686940928,0.9986686402879997,-0.0773336169568184,0.9970052716452286,35.2
2020-01-01,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai,2,0,1,1,0.49999999999999994,0.8660254037844387,47.85,41.8,58.3,56.1,55.0,35.75,36.85,49.31666666666664,48.871428571428574,53.54642857142858,14.594629638525118,-12.649999999999999,-0.008601105865714402,0.9999630098048061,-0.017201575418259094,0.9998520419557736,-0.025800772391547936,0.9996671046623469,33.55
2020-01-02,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai,3,0,2,1,0.49999999999999994,0.8660254037844387,35.2,47.85,41.8,72.6,45.1,28.6,71.5,41.616666666666646,45.885714285714286,52.13214285714286,15.001519764280436,-1.6500000000000057,0.0086011058657152,0.9999630098048061,0.017201575418260687,0.9998520419557735,0.025800772391537895,0.9996671046623471,36.3
2020-01-03,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai,4,0,3,1,0.49999999999999994,0.8660254037844387,33.55,35.2,47.85,33.55,61.05,30.8,47.3,38.86666666666664,40.30714285714286,51.30714285714286,9.754888884188182,2.75,0.02580077239154065,0.9996671046623471,0.05158436686940732,0.9986686402879998,0.07733361695682256,0.9970052716452283,33.55
2020-01-04,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai,5,1,4,1,0.49999999999999994,0.8660254037844387,36.3,33.55,35.2,31.9,75.35,33.55,35.75,35.016666666666644,40.699999999999996,49.53928571428572,9.489160482712247,-2.75,0.04299280405372093,0.9990753819405213,0.08590610426133045,0.9963032375991967,0.128660543798101,0.9916886933254694,33.0
2020-01-05,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai,6,1,5,1,0.49999999999999994,0.8660254037844387,33.55,36.3,33.55,58.3,67.1,37.95,26.4,34.46666666666664,40.935714285714276,46.55357142857143,9.251653648840099,-0.5499999999999972,0.06017211345349579,0.9981880167396018,0.12012616518235054,0.9927586335250793,0.1796448837103128,0.9837315262594303,50.6
2020-01-06,92.0,50.6,99.36,76.36,104.88,0.97,87.4,Chennai,0,0,6,1,0.49999999999999994,0.8660254037844387,33.0,33.55,36.3,41.8,51.15,33.0,48.4,34.28333333333331,37.32142857142857,44.11785714285714,5.531339284993752,17.6,0.07733361695682177,0.9970052716452283,0.15420404756268824,0.9880390233767511,0.2301508797012399,0.9731549581504199,41.25
2020-01-07,75.0,41.25,81.0,62.25,85.5,0.79,71.25,Chennai,1,0,7,1,0.49999999999999994,0.8660254037844387,50.6,33.0,33.55,47.85,52.8,36.3,40.15,39.049999999999976,38.57857142857143,44.07857142857143,7.402412734083075,-9.350000000000001,0.09447223619871195,0.9955274966507026,0.18809941761179522,0.9821499931752296,0.2800440484743426,0.9599871514317783,33.55
2020-01-08,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai,2,0,8,1,0.49999999999999994,0.8660254037844387,41.25,50.6,33.0,35.2,56.1,55.0,35.75,41.616666666666646,37.635714285714286,43.25357142857143,6.37349421992595,-7.700000000000003,0.1115828995860006,0.9937551290534206,0.22177215755648177,0.975098513039961,0.32919153851999017,0.9442631682782305,37.95
2020-01-09,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai,3,0,9,1,0.49999999999999994,0.8660254037844387,33.55,41.25,50.6,33.55,72.6,45.1,28.6,41.799999999999976,37.4,41.642857142857146,6.507687761409648,4.400000000000006,0.12866054379810374,0.991688693325469,0.25518241312337153,0.9668929289391525,0.37746248386181064,0.9260248772451377,27.5
2020-01-10,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai,4,0,10,1,0.49999999999999994,0.8660254037844387,37.95,33.55,41.25,36.3,33.55,61.05,30.8,37.583333333333314,38.028571428571425,39.167857142857144,6.28243962319166,-10.450000000000003,0.1457001152853479,0.9893288009584257,0.28829064070951527,0.9575429528116727,0.42472835251602065,0.9053208417842963,64.35
2020-01-11,117.0,64.35,126.36,97.11,133.38,1.23,111.15,Chennai,5,1,11,1,0.49999999999999994,0.8660254037844387,27.5,37.95,33.55,33.55,31.9,75.35,33.55,32.99999999999998,36.771428571428565,38.73571428571429,7.456700406505672,36.849999999999994,0.1626965717643897,0.986676150282409,0.32105765418526744,0.9470596510722296,0.47086328873605615,0.8822061909330865,33.0
2020-01-12,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai,6,1,12,1,0.49999999999999994,0.8660254037844387,64.35,27.5,37.95,33.0,58.3,67.1,37.95,43.266666666666644,41.17142857142857,41.05357142857143,12.57175594811833,-31.349999999999994,0.17964488371031379,0.9837315262594302,0.35344467127408963,0.9354554315134157,0.5157444481311256,0.856742472521306,86.9
2020-01-13,158.0,86.9,170.64,131.14,180.12,1.66,150.1,Chennai,0,0,13,1,0.49999999999999994,0.8660254037844387,33.0,64.35,27.5,50.6,41.8,51.15,33.0,41.616666666666646,41.17142857142857,39.246428571428574,12.57175594811833,53.900000000000006,0.1965400358449362,0.9804958002511134,0.3854133594543265,0.9227440286201424,0.559252324766342,0.8289974892865731,93.5
2020-01-14,170.0,93.5,183.6,141.1,193.8,1.79,161.5,Chennai,1,0,14,1,0.49999999999999994,0.8660254037844387,86.9,33.0,64.35,41.25,47.85,52.8,36.3,61.41666666666665,46.357142857142854,42.46785714285715,21.456378782921217,6.599999999999994,0.213377028620927,0.9769699297608417,0.4169258813287284,0.9089404873138082,0.6012710693734797,0.7990451183346733,56.1
2020-01-15,102.0,56.1,110.16,84.66,116.28,1.07,96.9,Chennai,2,0,15,1,0.49999999999999994,0.8660254037844387,93.5,86.9,33.0,33.55,35.2,56.1,55.0,71.13333333333331,53.82142857142857,45.728571428571435,27.594124633438106,-37.4,0.2301508797012426,0.9731549581504192,0.44794493940788976,0.8940611451454883,0.6416887978251129,0.7669651144255268,29.7
2020-01-16,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai,3,0,16,1,0.49999999999999994,0.8660254037844387,56.1,93.5,86.9,37.95,33.55,72.6,45.1,78.83333333333331,57.042857142857144,47.221428571428575,26.10948787592087,-26.400000000000002,0.2468566254334847,0.9690520143313217,0.4784338202547019,0.8781236129591845,0.6803978890506082,0.7328428976086733,39.05
